Producto,Marca,Modelo,CalificaciÃ³n,Fecha,Texto,texto_limpio,dominant_topic,category,scores,compound,sentiment_VADER
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,"Es liviano, se acopla a mi rutinas de trabajo por los componentes que tiene, la cÃ¡mara es buena y tiene buena resoluciÃ³n.",liviano acoplar rutina trabajo componente cÃ¡maro buen buen resoluciÃ³n,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,3 de 5 estrellas.,hace 10 meses,"En cuanto a caracterÃ­sticas, si es lo correcto, solo que no tuve muchas opciones en cuanto a los accesorios en la web.",cuanto caracterÃ­stica correcto solo mucho opciÃ³n cuanto accesorio web,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,3 de 5 estrellas.,hace 8 meses,"Es tal como esta en la foto ,tiene un estilo elegante y gracias a falabella y sus ofertas lo conseguÃ­ a buen precio.",tal foto estilo elegante gracias falabella oferta conseguÃ­ buen precio,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 dÃ­as,"TIENE ALTA CALIDAD DE RESOLUCIÃ’N, LAS IMAGENES SON NITIDAS",alto calidad resoluciÃ²n imagen nitida,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,Igual al de la foto el color es el mismo y lo mejor es la memoria del telÃ©fono y una ram de 8gb excelente producto,igual foto color mismo mejor memoria telÃ©fono ram excelente producto,4,Experiencia,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,"Es buena calidad ya que es Samsung que da garantÃ­a de sus productos , un software exelente y bonitas cÃ¡maras",buen calidad samsung garantir producto software exelente bonito cÃ¡mara,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,El color era tal cual a la imagen de referencia y sigo descubriendo otras novedades de no sabÃ­a que tenÃ­a,color tal imagen referencia seguir descubrir novedad saber,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,4 de 5 estrellas.,hace 10 meses,"Producto conforme lo publicitado, bonito color y diseÃ±o elegante. No viene  cargador,solo cable de datos",producto conforme publicitado bonito color diseÃ±o elegante venir cargadorsolo cable dato,1,Diseño,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,Me siento feliz con el producto es tambiÃ©n cual lo describÃ­an en la pÃ¡gina y tiene una cÃ¡mara increible,sentir feliz producto describir pÃ¡gÃ­n cÃ¡mara increible,4,Experiencia,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,"La calidad es buenas , pero me hubiera gustado que la entrada de audio serÃ¡ genÃ©rica y no por Bluetooth",calidad buena gustado entrado audio genÃ©rico bluetooth,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,4 de 5 estrellas.,hace un aÃ±o,"Si el tamaÃ±o es como especifica en las caracterÃ­sticas, me gusta su cÃ¡mara, la calidad de las imagenes",tamaÃ±o especificar caracterÃ­stica gustar cÃ¡maro calidad imagÃ©n,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,"Fue muy rÃ¡pido , no tuve que esperar mucho tiempo para recibir mi producto , fÃ¡cil y eficaz la entrega",rÃ¡pido esperar tiempo recibir producto fÃ¡cil eficaz entrega,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,"El tamaÃ±o es perfecto, la pantalla corre como mantequilla y me encanta que puedo personalizarlo todo",tamaÃ±o perfecto pantalla correr mantequilla encanto poder personalizar Ã©l,2,Calidad,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.3182}",0.3182,positivo
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,"Me salio a un precio un econÃ³mico, lo compre por cyber estoy contenta por que la cÃ¡mara esta genial",salio precio econÃ³mico compre cyber contenta cÃ¡mara genial,3,Precio,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4215}",0.4215,positivo
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,El tamaÃ±o corresponde excelente diseÃ±o nitidez en las fotos igual que la foto es de buena calidad.,tamaÃ±o corresponder excelente diseÃ±o nitidez foto igual foto buen calidad,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,3 de 5 estrellas.,hace 9 meses,"EstÃ¡ bien de tamaÃ±o, igual a la foto, no es tan rÃ¡pido, la incomodidad es que viene sin cargador",bien tamaÃ±o igual foto tanto rÃ¡pido incomodidad venir cargador,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,Realmente lo que esperaba aunque no viene con cargador pero bueno por lo demÃ¡s estÃ¡ perfecto.ðŸ¤©,realmente esperar aunque venir cargador bueno demÃ¡ perfecto,2,Calidad,"{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.3182}",0.3182,positivo
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,"Muy buen equipo, rÃ¡pido, la cÃ¡mara muy bien, es igual a la foto me gusto mucho el color lila",buen equipo rÃ¡pido cÃ¡mar bien igual foto gusto color lilar,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,4 de 5 estrellas.,hace un aÃ±o,Esperaba mÃ¡s de las cÃ¡maras. El tamaÃ±o es como el de la foto y la calidad es de gama media.,esperar cÃ¡mara tamaÃ±o foto calidad gama medio,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,4 de 5 estrellas.,hace 6 meses,Todo bien con el producto solo el envÃ­o me engaÃ±aron en la entrega y llegÃ³ al dÃ­a siguiente,bien producto solo envÃ­o engaÃ±ar entrega llegar dÃ­a siguiente,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,"Muy buena, cumplieron con las especificaciones y hasta el momento el telÃ©fono estÃ¡ todo ok",buen cumplir especificaciÃ³n momento telÃ©fono,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,"Me encanto el modelo y color, tiene buena memoria interna y buena cÃ¡mara excelente oferta.",encanto modelo color buen memoria interno buen cÃ¡mara excelente oferta,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,Es un producto de buena calidad  estoy feliz de hacer la compra  recomendablemente  100%,producto buen calidad feliz hacer compra recomendablemente,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,"Llego a tiempo y todo en orden, sin falta alguna y todo conforme al pedido, enhorabuena",llego tiempo ordir faltar alguno conforme pedido enhorabuena,4,Experiencia,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,4 de 5 estrellas.,hace 10 meses,Es muy interesante me gusta cuando graba en 4k  saca buenas fotos el tamaÃ±o es bueno,interesante gusta grar sacar buena foto tamaÃ±o bueno,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,"Excelente calidad, es la versiÃ³n que buscaba a un buen precio. Totalmente satisfecho",excelente calidad versiÃ³n buscar buen precio totalmente satisfecho,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,"Es un producto muy bueno, la calidad, su textura la calidad, memoria todo excelente",producto bueno calidad texturo calidad memorio excelente,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,100% recomendable  . Producto nuevo y sellado todo correcto en su empaque original,recomendable producto nuevo sellado correcto empaque original,4,Experiencia,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.3182}",0.3182,positivo
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,4 de 5 estrellas.,hace 6 meses,"Es un buen producto con una buena pantalla, buena camara y buen sistema de sonido.",buen producto buen pantalla buen camarar buen sistema sonido,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 8 meses,El producto correspondÃ­a al de las imÃ¡genes y sobre todo a las especificaciones.,producto corresponder imagen especificaciÃ³n,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,1 de 5 estrellas.,hace 9 meses,COMENZO A FALLAR EL MICROFONO NO FUNCIONA CUANDO SE LLAMA O ENVIA MENSAJE DE VOZ,comenzo fallar microfono funcionar llamar envia mensaje voz,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,Es igual al de la foto el color y todo y si esta todo en perfectas condiciones.,igual foto color perfecto condiciÃ³n,2,Calidad,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.3182}",0.3182,positivo
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,"Buen equipo, buen almacenamiento, toma buenas fotos contento con mi celular...",buen equipo buen almacenamiento tomar buena foto contento celular,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 7 meses,"producto sÃºper recomendado, cumple las expectativas. Buena marca y muy rÃ¡pido",producto sÃºper recomendado cumplir expectativa buen marca rÃ¡pido,4,Experiencia,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,"Muy bonito, realmente lo que espera, el diseÃ±o, tamaÃ±o, de muy buena calidad.",bonito realmente esperar diseÃ±o tamaÃ±o buen calidad,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,Excelente es lo que esperaba tiene muchas aplicaciones importantes para mi l,excelente esperar mucho aplicaciÃ³n importante,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,Me llego producto pero.no el regalo que decÃ­a al momento de hacer la.compra,llego producto perono regalo decir momento hacer lacompra,4,Experiencia,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,"Fue igual al de la foto, el producto Funcina bienFunciona adecuadamente",igual foto producto funcina bienfunciona adecuadamente,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,Es igual a la foto y estÃ¡ muy bueno en todo lo k nos ofreciÃ³ el producto,igual foto bueno ofrecer producto,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,"Buen equipo, excelente cÃ¡mara, muy rÃ¡pido y grana capacidad de memoria.",buen equipo excelente cÃ¡mar rÃ¡pido gran capacidad memorio,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,"Tiene una excelente pantalla, brillantes audios, y una excelente cÃ¡mara",excelente pantalla brillante audio excelente cÃ¡mar,4,Experiencia,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,4 de 5 estrellas.,hace 10 meses,El tamaÃ±o si corresponde a la foto y apatentemente es de buena calidad.,tamaÃ±o corresponder foto apatentemente buen calidad,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,"Buena calidad , tamaÃ±o como lo espere y el producto es mÃ¡s que la foto",buen calidad tamaÃ±o esperar producto foto,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,"El celular llegÃ³ sÃºper protegido, igual a la foto, excelente cÃ¡mara :)",celular llegar sÃºper protegido igual foto excelente cÃ¡mar,4,Experiencia,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,"es igual a la foto y de buena calidad, muy satisfecho con el prodcuto",igual foto buen calidad satisfecho prodcuto,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,3 de 5 estrellas.,hace 5 meses,La camara lenta de mi equipo no funciona correctamente bajo poca luz.,camar lento equipo funcionar correctamente bajo poco luz,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,"Buen telÃ©fono, tanto estÃ©tico como el sistema. Cumple lo que promete.",buen telÃ©fono estÃ©tico sistema cumplir prometer,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,4 de 5 estrellas.,hace 6 meses,"Hasta ahora esta bien la pantalla, el tamaÃ±o es el ideal, la funcion",ahora bien pantalla tamaÃ±o ideal funcion,2,Calidad,"{'neg': 0.0, 'neu': 0.595, 'pos': 0.405, 'compound': 0.5267}",0.5267,positivo
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,"El tamaÃ±o corresponde, igual a la foto y la cÃ¡mara de buena calidad",tamaÃ±o corresponder igual foto cÃ¡maro buen calidad,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,4 de 5 estrellas.,hace 7 meses,LlegÃ³ tal cÃ³mo estÃ¡ en la foto muy buena baterÃ­a y el color lo amo,llegar tal cÃ³mo foto buen baterÃ­a color amar,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,HolaEl equipo llegÃ³ en perfectas condiciones y funcionasuper bien,holael equipo llegar perfecto condiciÃ³n funcionasuper bien,2,Calidad,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.3182}",0.3182,positivo
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,4 de 5 estrellas.,hace 10 meses,Es un equipo de buena calidad y es igual a la imagen de la pagina,equipo buen calidad igual imagen pagÃ­n,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,El producto es como lo querÃ­a. Igual a la foto y de buena calidad,producto querer igual foto buen calidad,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,Es genial.. tenÃ­a una buena cÃ¡mara.. y el producto era 100% Nuevo,genial buen cÃ¡mara producto nuevo,2,Calidad,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.4215}",0.4215,positivo
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,"Si todo muy bien con el equipo , buena calidad y excelente equipo",bien equipo buen calidad excelente equipo,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,Lo escogÃ­ por su cÃ¡mara y su almacenamiento es sÃºper recomendado,escoger cÃ¡mara almacenamiento sÃºper recomendado,4,Experiencia,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,4 de 5 estrellas.,hace 6 meses,Vengo de un redmi note 12 y es notable la diferencia #mini lags.,venir redmi note notable diferenciar mini lag,2,Calidad,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.34}",-0.34,negativo
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,4 de 5 estrellas.,hace 10 meses,"Me gusta es todo muy bonito, pero la cÃ¡mara es un poco saturada",gustar bonito cÃ¡mara saturado,4,Experiencia,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,"Excelente producto, marca Samsung comprado en julio 2023 a 1299",excelente producto marca samsung comprado julio,4,Experiencia,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,"Es igual a la foto, funciona de manera correcta, buen producto",igual foto funcionar manera correcto buen producto,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,"La experiencia fue buena, llegÃ³ tal y como se muestra en fotos",experiencia buen llegar tal mostrar foto,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 12 dÃ­as,Todo llego muy bien   y las funciones perfectas recomendado.,llego bien funciÃ³n perfecto recomendado,2,Calidad,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.3182}",0.3182,positivo
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,"fue buena, el producto tal como la foto y es de buena calidad",buen producto tal foto buen calidad,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,"El producto es como en la foto, es bonito y funciona muy bien",producto foto bonito funcionar bien,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,Si es buena calidad me gusta mucho. Y es igual al de la foto.,buen calidad gusta igual foto,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,"Igual a la foto, el color muy bueno y el equipo excelente ðŸ‘Œ",igual foto color bueno equipo excelente,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,Muy buen equipo es real a las fotos y calidad es lo maximo!!,buen equipo real foto calidad maximo,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,4 de 5 estrellas.,hace 6 meses,El celular me encanta por su tamaÃ±o y es de buena calidad!!!,celular encanto tamaÃ±o buen calidad,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,Es un celular de buena camara buena tamaÃ±ano y bonito diseÃ±o,celular buen camar buen tamaÃ±ano bonito diseÃ±o,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,ERA EL COLOR QUE QUERÃA Y EN OTROS LUGARES NO LO ENCONTRABA,color querer lugar encontrar,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,"El cel es genial, es adaptable y resistente a varias cosas.",cel genial adaptable resistente varios cosa,2,Calidad,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.4215}",0.4215,positivo
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,Es igual a la foto de referencia y la calidad es muy buena,igual foto referencia calidad buen,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,4 de 5 estrellas.,hace 6 meses,"Bueno, muy buena calidad. Solo que muy ancho para mi gusto",bueno buen calidad solo ancho gusto,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,"CÃ¡mara muy buena, mejor apariencia y facilidad para usarlo",cÃ¡mar buen mejor apariencia facilidad usar Ã©l,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,4 de 5 estrellas.,hace 6 meses,Cumple con las caracterÃ­sticas que esperaba a buen precio,cumplir caracterÃ­stica esperar buen precio,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,Fue buena el producto estaba de acuerdo a la descripciÃ³n,buen producto acuerdo descripciÃ³n,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,Es todo lo que necesito muy bonito y con arta tecnologia,necesitar bonito arto tecnologia,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,"Es el tamaÃ±o que querÃ­a, buena velocidad. Buena calidad",tamaÃ±o querer buen velocidad buen calidad,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,"Buen equipo excelente cÃ¡mara fotogrÃ¡fica, es muy bonito",buen equipo excelente cÃ¡mara fotogrÃ¡fico bonito,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,5 de 5 estrellas.,hace 12 dÃ­as,"Me encanta, sÃºper rÃ¡pido, buena cÃ¡mara, buen sonido.",encanta sÃºper rÃ¡pido buen cÃ¡mara buen sonido,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Galaxy A54 256gb 8gb 5g,Desconocida,Desconocido,4 de 5 estrellas.,hace 6 meses,Es muy compacto y me gusta le nitidez de su pantalla,compacto gustar nitidez pantalla,2,Calidad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
